img,class,xmin,xmax,ymin,ymax
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame14.txt,13,90,142,101,199
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame14.txt,8,120,188,23,68
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame14.txt,12,214,266,173,218
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame140.txt,13,536,600,293,361
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame141.txt,13,536,588,300,356
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame141.txt,8,400,440,67,101
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame142.txt,13,536,588,300,356
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame142.txt,8,406,444,68,102
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame143.txt,13,531,585,302,365
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame144.txt,13,540,590,304,358
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame145.txt,13,548,598,304,358
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame146.txt,13,548,598,304,358
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame147.txt,13,536,596,304,358
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame148.txt,13,536,596,304,358
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame149.txt,13,542,598,310,352
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame15.txt,13,82,134,101,199
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame15.txt,8,100,154,14,60
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame15.txt,8,143,221,15,69
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame15.txt,12,224,276,175,221
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame150.txt,13,538,598,306,356
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame151.txt,13,540,592,305,355
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame152.txt,13,538,592,306,354
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame153.txt,13,536,594,305,355
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame154.txt,13,544,574,314,359
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame155.txt,13,538,568,317,361
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame156.txt,13,496,564,318,362
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame157.txt,13,476,544,318,362
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame158.txt,13,464,532,317,361
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame159.txt,13,440,508,320,359
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame16.txt,13,82,134,101,199
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame16.txt,8,89,143,5,50
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame16.txt,8,96,186,18,72
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame16.txt,12,218,280,174,224
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame160.txt,13,424,492,320,359
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame161.txt,13,410,478,318,356
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame162.txt,13,382,450,312,350
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame163.txt,13,364,432,299,337
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame164.txt,13,353,423,293,332
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame165.txt,13,338,408,287,326
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame166.txt,13,313,383,277,317
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame167.txt,13,308,378,277,317
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame168.txt,13,290,360,271,311
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame169.txt,13,282,352,266,306
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame17.txt,8,79,169,21,75
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame17.txt,13,76,124,119,193
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame17.txt,12,218,282,171,225
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame170.txt,13,279,349,266,306
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame170.txt,8,380,420,179,200
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame171.txt,13,261,331,252,296
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame171.txt,8,354,394,176,198
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame171.txt,8,528,556,158,197
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame172.txt,13,252,322,248,293
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame172.txt,8,326,364,174,200
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame172.txt,8,530,558,170,209
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame173.txt,13,247,317,245,289
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame173.txt,8,306,344,173,199
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame173.txt,8,526,554,179,217
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame174.txt,13,234,304,240,284
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame174.txt,8,275,313,161,187
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame174.txt,8,522,550,192,230
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame18.txt,8,39,129,18,72
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame18.txt,13,64,112,122,197
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame18.txt,12,218,282,171,225
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame19.txt,8,4,86,15,69
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame19.txt,13,64,112,122,197
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame19.txt,12,218,282,171,225
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame19.txt,8,238,282,63,105
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame20.txt,13,64,112,122,197
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame20.txt,12,224,284,171,225
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame20.txt,8,242,286,69,111
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame204.txt,6,94,134,114,168
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame204.txt,12,204,250,183,219
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame205.txt,12,198,256,177,213
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame206.txt,12,198,260,173,211
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame207.txt,12,203,265,165,213
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame208.txt,12,208,266,165,213
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame208.txt,12,400,472,288,324
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame209.txt,12,208,264,164,204
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame209.txt,12,398,470,288,324
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame21.txt,13,50,120,123,195
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame21.txt,8,244,290,83,133
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame21.txt,12,236,284,174,224
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame210.txt,12,212,266,168,204
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame210.txt,12,396,468,293,325
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame211.txt,12,212,266,168,200
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame211.txt,12,400,472,290,323
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame212.txt,12,209,263,162,194
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame212.txt,12,398,474,287,326
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame213.txt,12,216,262,162,194
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame213.txt,12,402,486,276,324
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame214.txt,12,216,262,158,191
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame214.txt,12,412,496,276,324
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame214.txt,8,294,372,42,96
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame215.txt,12,217,267,152,191
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame215.txt,12,415,497,275,320
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame215.txt,8,263,341,37,89
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame216.txt,12,219,269,149,187
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame216.txt,12,430,500,265,311
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame216.txt,8,212,282,24,74
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame217.txt,12,226,270,146,185
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame217.txt,8,179,245,6,56
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame217.txt,12,438,502,254,306
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame218.txt,12,222,268,138,182
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame218.txt,12,444,504,253,305
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame219.txt,12,222,268,138,182
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame219.txt,12,444,504,248,300
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame22.txt,13,50,120,123,195
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame22.txt,8,251,297,101,151
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame22.txt,12,240,288,180,230
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame220.txt,12,222,268,138,182
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame220.txt,12,444,504,245,296
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame220.txt,13,8,204,35,434
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame221.txt,12,444,504,245,296
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame221.txt,12,222,268,138,182
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame221.txt,13,8,256,120,470
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame222.txt,12,226,266,143,187
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame222.txt,12,436,496,239,290
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame223.txt,12,222,262,144,188
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame223.txt,12,440,486,236,293
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame224.txt,12,440,486,236,293
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame224.txt,12,222,262,146,191
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame225.txt,12,435,489,233,295
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame225.txt,12,222,262,146,191
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame226.txt,12,435,489,236,299
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame226.txt,12,226,266,149,193
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame227.txt,12,226,266,149,193
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame227.txt,12,435,489,236,299
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame228.txt,12,226,266,149,193
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame228.txt,12,435,489,236,299
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame228.txt,13,24,208,350,479
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame229.txt,12,237,271,156,200
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame229.txt,12,432,480,252,308
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame229.txt,13,24,152,307,455
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame23.txt,13,46,128,122,192
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame23.txt,8,251,297,110,161
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame23.txt,12,240,288,180,230
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame23.txt,8,402,456,0,36
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame230.txt,12,237,271,156,200
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame230.txt,12,426,474,252,308
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame230.txt,13,30,166,284,444
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame230.txt,8,512,604,2,47
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame231.txt,13,8,192,273,411
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame231.txt,12,416,464,258,314
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame231.txt,8,472,552,2,71
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame231.txt,12,237,271,156,200
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame232.txt,13,10,194,258,396
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame232.txt,12,416,464,258,314
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame232.txt,12,242,276,167,205
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame232.txt,8,424,474,14,83
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame233.txt,13,0,184,258,396
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame233.txt,12,411,465,264,314
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame233.txt,12,242,276,167,205
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame233.txt,8,408,458,10,94
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame234.txt,13,2,168,242,372
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame234.txt,12,411,473,264,326
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame234.txt,12,239,285,167,217
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame234.txt,8,385,447,22,106
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame235.txt,13,2,144,215,344
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame235.txt,8,372,448,33,117
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame235.txt,12,241,287,170,221
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame235.txt,12,412,474,270,326
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame236.txt,13,3,117,214,322
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame236.txt,12,241,287,174,224
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame236.txt,12,412,474,270,326
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame236.txt,8,372,452,39,123
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame237.txt,12,234,286,178,232
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame237.txt,12,420,476,278,323
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame237.txt,8,376,456,51,135
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame238.txt,12,234,286,186,236
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame238.txt,12,420,476,278,323
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame238.txt,8,374,454,63,147
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame239.txt,12,238,282,193,239
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame239.txt,12,420,476,278,323
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame239.txt,8,366,450,62,161
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame24.txt,13,34,134,131,194
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame24.txt,8,263,301,132,182
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame24.txt,12,256,292,185,235
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame24.txt,8,409,463,12,48
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame240.txt,8,369,435,75,183
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame240.txt,12,238,282,193,239
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame240.txt,12,420,476,276,320
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame241.txt,8,363,421,106,214
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame241.txt,12,238,282,193,239
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame241.txt,12,418,474,272,317
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame242.txt,12,240,276,194,240
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame242.txt,8,360,410,118,226
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame242.txt,12,414,478,264,314
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame243.txt,8,355,389,142,250
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame243.txt,12,227,277,187,233
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame243.txt,12,414,478,260,311
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame243.txt,13,7,105,276,432
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame244.txt,8,326,364,172,280
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame244.txt,12,227,277,187,233
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame244.txt,12,415,497,255,309
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame244.txt,13,8,144,288,474
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame245.txt,12,422,496,254,305
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame245.txt,8,317,355,189,291
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame245.txt,12,227,277,187,233
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame245.txt,13,16,160,288,474
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame246.txt,12,432,514,252,302
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame246.txt,8,295,333,209,319
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame246.txt,12,218,280,174,222
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame246.txt,13,51,181,305,476
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame247.txt,12,448,520,248,294
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame247.txt,12,218,280,167,217
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame247.txt,8,277,307,236,330
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame247.txt,13,51,181,305,476
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame248.txt,12,452,524,247,293
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame248.txt,12,218,280,167,217
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame248.txt,8,270,300,251,344
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame248.txt,13,50,186,305,476
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame249.txt,12,456,528,239,284
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame249.txt,12,218,280,162,212
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame249.txt,8,250,290,258,354
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame249.txt,13,50,186,330,476
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame25.txt,13,44,144,133,197
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame25.txt,8,270,308,155,205
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame25.txt,12,256,292,188,239
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame25.txt,8,418,462,22,58
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame250.txt,12,456,528,233,278
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame250.txt,12,218,280,156,206
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame250.txt,13,50,186,330,476
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame250.txt,8,180,236,44,95
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame251.txt,12,454,526,223,269
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame251.txt,12,218,280,156,206
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame251.txt,8,176,238,38,89
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame251.txt,13,38,194,353,481
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame252.txt,12,454,526,223,269
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame252.txt,12,218,280,156,206
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame252.txt,8,175,257,19,71
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame252.txt,13,38,194,353,481
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame253.txt,12,454,526,212,269
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame253.txt,12,227,277,156,206
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame253.txt,8,188,270,1,47
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame254.txt,12,454,526,212,269
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame254.txt,12,227,277,156,206
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame255.txt,12,452,524,206,263
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame255.txt,12,232,268,161,211
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame256.txt,12,452,524,206,263
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame257.txt,12,452,524,206,263
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame258.txt,12,456,528,203,259
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame259.txt,12,462,526,201,249
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame26.txt,13,54,154,134,198
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame26.txt,8,273,311,168,218
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame26.txt,12,259,289,191,241
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame26.txt,8,420,464,27,63
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame260.txt,12,468,532,196,244
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame261.txt,12,468,544,188,240
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame262.txt,12,466,542,185,236
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame262.txt,6,12,72,123,171
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame262.txt,12,206,258,171,225
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame263.txt,12,466,542,185,236
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame263.txt,12,206,258,171,225
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame263.txt,6,28,96,122,179
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame264.txt,12,466,544,177,237
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame264.txt,12,205,263,168,224
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame264.txt,6,56,124,127,185
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame265.txt,12,466,544,177,237
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame265.txt,12,205,263,168,224
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame265.txt,6,81,167,113,164
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame265.txt,6,64,146,144,200
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame266.txt,12,464,542,178,238
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame266.txt,6,161,247,133,197
