img,cls,xmin,xmax,ymin,ymax,class
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame625.txt,,84,200,9,138,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame626.txt,,85,208,18,147,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame627.txt,,85,208,18,147,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame628.txt,,85,208,18,147,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame629.txt,,85,208,18,147,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame630.txt,,95,218,27,156,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame631.txt,,95,218,27,156,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame632.txt,,95,218,27,156,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame633.txt,,95,218,27,156,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame638.txt,,29,71,10,52,3.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame638.txt,,119,259,54,165,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame639.txt,,119,259,54,165,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame639.txt,,29,71,10,52,3.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame640.txt,,119,259,54,165,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame640.txt,,29,71,10,52,3.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame641.txt,,119,259,54,165,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame641.txt,,29,71,10,52,3.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame642.txt,,119,259,54,165,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame642.txt,,29,71,10,52,3.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame643.txt,,128,280,50,163,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame643.txt,,35,77,13,55,3.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame644.txt,,128,280,50,163,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame644.txt,,35,77,13,55,3.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame645.txt,,128,280,50,163,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame645.txt,,35,77,13,55,3.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame646.txt,,128,280,50,163,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame646.txt,,35,77,13,55,3.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame647.txt,,138,290,53,166,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame647.txt,,35,77,13,55,3.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame648.txt,,138,290,50,163,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame648.txt,,35,77,13,55,3.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame649.txt,,138,290,50,163,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame649.txt,,35,77,13,55,3.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame650.txt,,173,341,42,155,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame650.txt,,43,97,21,63,3.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame651.txt,,173,341,42,155,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame651.txt,,43,97,21,63,3.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame652.txt,,173,341,42,155,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame652.txt,,43,97,21,63,3.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame653.txt,,173,341,42,155,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame653.txt,,43,97,21,63,3.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame654.txt,,224,377,29,142,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame654.txt,,70,118,25,67,3.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame655.txt,,224,377,29,142,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame655.txt,,70,118,25,67,3.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame656.txt,,224,377,29,142,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame656.txt,,70,118,25,67,3.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame657.txt,,224,377,29,142,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame657.txt,,70,118,25,67,3.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame658.txt,,289,435,27,132,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame659.txt,,289,435,27,132,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame660.txt,,289,435,27,132,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame661.txt,,289,435,27,132,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame662.txt,,351,497,13,118,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame663.txt,,351,497,13,118,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame664.txt,,351,497,13,118,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame665.txt,,351,497,13,118,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame666.txt,,402,546,7,112,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame667.txt,,402,546,7,112,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame668.txt,,402,546,7,112,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame669.txt,,402,546,7,112,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame670.txt,,503,633,2,86,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame671.txt,,503,633,2,86,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame672.txt,,226,286,77,109,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame672.txt,,503,633,2,86,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame673.txt,,226,286,77,109,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame673.txt,,503,633,2,86,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame674.txt,,226,286,77,109,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame674.txt,,503,633,2,86,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame675.txt,,243,302,71,103,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame676.txt,,243,302,71,103,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame677.txt,,243,302,71,103,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame678.txt,,263,322,62,95,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame679.txt,,263,322,62,95,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame680.txt,,263,322,62,95,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame681.txt,,263,322,62,95,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame682.txt,,276,338,56,90,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame683.txt,,276,338,56,90,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame684.txt,,276,338,56,90,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame685.txt,,276,338,56,90,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame686.txt,,293,355,53,86,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame687.txt,,293,355,53,86,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame688.txt,,293,355,53,86,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame689.txt,,293,355,53,86,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame690.txt,,308,370,49,83,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame690.txt,,104,152,46,83,3.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame691.txt,,308,370,49,83,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame691.txt,,104,152,46,83,3.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame692.txt,,308,370,49,83,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame692.txt,,104,152,46,83,3.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame693.txt,,308,370,49,83,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame693.txt,,104,152,46,83,3.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame694.txt,,341,403,40,74,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame694.txt,,88,136,32,69,3.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame695.txt,,341,403,40,74,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame695.txt,,88,136,32,69,3.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame696.txt,,341,403,40,74,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame696.txt,,88,136,32,69,3.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame697.txt,,341,403,40,74,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame697.txt,,88,136,32,69,3.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame698.txt,,358,420,32,66,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame698.txt,,85,127,28,65,3.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame699.txt,,358,420,32,66,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame699.txt,,85,127,28,65,3.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame7.txt,,3,99,178,254,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame700.txt,,358,420,32,66,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame700.txt,,85,127,28,65,3.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame701.txt,,389,451,28,62,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame701.txt,,76,116,23,59,3.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame702.txt,,389,451,28,62,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame702.txt,,76,116,23,59,3.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame703.txt,,389,451,28,62,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame703.txt,,76,116,23,59,3.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame704.txt,,389,451,28,62,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame704.txt,,76,116,23,59,3.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame705.txt,,403,478,18,56,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame705.txt,,76,116,20,56,3.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame706.txt,,403,478,18,56,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame706.txt,,76,116,20,56,3.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame707.txt,,403,478,18,56,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame707.txt,,76,116,20,56,3.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame708.txt,,403,478,18,56,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame708.txt,,76,116,20,56,3.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame709.txt,,403,478,18,56,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame709.txt,,76,116,20,56,3.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame710.txt,,432,508,14,52,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame710.txt,,75,113,14,51,3.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame711.txt,,432,508,14,52,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame711.txt,,75,113,14,51,3.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame712.txt,,432,508,14,52,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame712.txt,,75,113,14,51,3.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame713.txt,,459,535,8,47,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame713.txt,,74,107,11,45,3.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame714.txt,,459,535,8,47,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame714.txt,,74,107,11,45,3.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame715.txt,,459,535,8,47,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame715.txt,,74,107,11,45,3.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame716.txt,,459,535,8,47,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame716.txt,,74,107,11,45,3.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame717.txt,,459,535,8,47,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame717.txt,,74,107,11,45,3.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame718.txt,,481,556,3,41,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame719.txt,,481,556,3,41,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame720.txt,,481,556,3,41,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame721.txt,,481,556,3,41,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame722.txt,,526,602,1,34,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame723.txt,,526,602,1,34,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame724.txt,,526,602,1,34,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame725.txt,,545,620,1,34,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame726.txt,,545,620,2,31,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame727.txt,,545,620,2,31,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame728.txt,,545,620,2,31,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame729.txt,,545,620,2,31,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame8.txt,,5,95,175,251,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame815.txt,,216,269,45,111,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame815.txt,,319,377,100,150,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame816.txt,,216,269,45,111,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame816.txt,,319,377,100,150,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame817.txt,,216,269,45,111,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame817.txt,,319,377,100,150,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame818.txt,,216,269,45,111,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame818.txt,,319,377,100,150,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame819.txt,,222,275,45,111,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame819.txt,,323,385,104,149,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame820.txt,,222,275,45,111,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame820.txt,,323,385,104,149,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame821.txt,,222,275,45,111,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame821.txt,,323,385,104,149,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame822.txt,,229,275,46,112,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame822.txt,,327,385,104,156,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame823.txt,,229,275,46,112,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame823.txt,,327,385,104,156,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame824.txt,,327,385,104,156,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame824.txt,,229,275,46,112,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame825.txt,,327,385,104,156,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame825.txt,,229,275,46,112,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame826.txt,,335,377,105,156,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame826.txt,,243,281,48,111,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame827.txt,,335,377,105,156,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame827.txt,,243,281,48,111,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame828.txt,,335,377,105,156,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame828.txt,,243,281,48,111,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame829.txt,,335,377,105,156,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame829.txt,,243,281,48,111,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame830.txt,,340,380,107,155,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame830.txt,,250,286,56,113,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame831.txt,,340,380,107,155,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame831.txt,,250,286,56,113,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame832.txt,,340,380,107,155,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame832.txt,,250,286,56,113,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame833.txt,,340,380,107,155,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame833.txt,,250,286,56,113,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame834.txt,,340,380,107,155,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame834.txt,,250,286,56,113,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame835.txt,,340,380,107,155,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame835.txt,,250,286,56,113,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame866.txt,,341,397,113,151,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame867.txt,,341,397,113,151,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame868.txt,,341,397,113,151,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame869.txt,,341,397,113,151,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame870.txt,,338,399,110,153,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame870.txt,,283,321,74,116,3.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame871.txt,,338,399,110,153,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame871.txt,,283,321,74,116,3.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame872.txt,,338,399,110,153,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame872.txt,,283,321,74,116,3.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame873.txt,,332,393,107,152,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame873.txt,,269,315,69,117,3.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame874.txt,,332,393,107,152,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame874.txt,,269,315,69,117,3.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame875.txt,,332,393,107,152,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame875.txt,,269,315,69,117,3.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame876.txt,,332,393,107,157,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame876.txt,,258,310,65,107,3.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame877.txt,,332,393,107,157,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame877.txt,,258,310,65,107,3.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame878.txt,,319,386,107,158,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame878.txt,,246,298,59,102,3.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame879.txt,,319,386,107,158,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame879.txt,,246,298,59,102,3.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame880.txt,,319,386,107,158,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame880.txt,,246,298,59,102,3.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame881.txt,,319,381,105,155,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame881.txt,,240,293,53,95,3.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame882.txt,,319,381,105,155,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame882.txt,,240,293,53,95,3.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame883.txt,,319,381,105,155,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame883.txt,,240,293,53,95,3.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame884.txt,,319,381,105,155,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame884.txt,,238,290,53,95,3.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame885.txt,,319,381,105,155,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame885.txt,,238,290,53,95,3.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame886.txt,,319,381,105,155,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame886.txt,,238,290,53,95,3.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame887.txt,,319,373,105,155,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame887.txt,,236,285,50,89,3.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame888.txt,,319,373,105,155,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame888.txt,,236,285,50,89,3.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame889.txt,,319,373,105,155,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame889.txt,,236,285,50,89,3.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame9.txt,,5,95,175,251,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame972.txt,,177,211,47,86,3.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame972.txt,,237,287,122,191,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame972.txt,,482,528,93,137,3.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame972.txt,,236,285,71,116,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame973.txt,,177,211,47,86,3.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame973.txt,,237,287,122,191,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame973.txt,,482,528,93,137,3.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame973.txt,,236,285,71,116,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame974.txt,,177,211,47,86,3.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame974.txt,,237,287,122,191,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame974.txt,,482,528,93,137,3.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame974.txt,,236,285,71,116,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame975.txt,,232,277,125,195,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame975.txt,,229,291,71,116,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame975.txt,,177,211,47,86,3.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame975.txt,,482,528,93,137,3.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame976.txt,,232,277,125,195,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame976.txt,,229,291,71,116,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame976.txt,,177,211,47,86,3.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame976.txt,,482,528,93,137,3.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame977.txt,,232,277,125,195,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame977.txt,,221,291,70,121,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame977.txt,,488,528,93,137,3.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame978.txt,,232,277,125,195,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame978.txt,,221,291,70,121,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame978.txt,,488,528,93,137,3.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame979.txt,,488,528,93,137,3.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame979.txt,,221,291,70,121,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame979.txt,,232,277,125,195,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame980.txt,,204,280,65,121,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame980.txt,,232,265,127,197,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame981.txt,,204,280,65,121,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame981.txt,,232,265,127,197,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame982.txt,,204,280,65,121,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame982.txt,,232,265,127,197,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame983.txt,,204,270,65,121,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame983.txt,,232,260,128,197,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame984.txt,,204,270,65,121,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame984.txt,,232,260,128,197,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame985.txt,,192,252,68,125,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame985.txt,,226,255,128,197,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame986.txt,,192,252,68,125,0.0
